45.000000	25.000000
44.960535	26.255810
44.842294	27.506665
44.645745	28.747626
44.371663	29.973798
44.021130	31.180340
43.595530	32.362491
43.096541	33.515586
42.526134	34.635073
41.886559	35.716536
41.180340	36.755705
40.410265	37.748480
39.579373	38.690942
38.690942	39.579373
37.748480	40.410265
36.755705	41.180340
35.716536	41.886559
34.635073	42.526134
33.515586	43.096541
32.362491	43.595530
31.180340	44.021130
29.973798	44.371663
28.747626	44.645745
27.506665	44.842294
26.255810	44.960535
25.000000	45.000000
23.744190	44.960535
22.493335	44.842294
21.252374	44.645745
20.026202	44.371663
18.819660	44.021130
17.637509	43.595530
16.484414	43.096541
15.364927	42.526134
14.283464	41.886559
13.244295	41.180340
12.251520	40.410265
11.309058	39.579373
10.420627	38.690942
9.589735	37.748480
8.819660	36.755705
8.113441	35.716536
7.473866	34.635073
6.903459	33.515586
6.404470	32.362491
5.978870	31.180340
5.628337	29.973798
5.354255	28.747626
5.157706	27.506665
5.039465	26.255810
5.000000	25.000000
5.039465	23.744190
5.157706	22.493335
5.354255	21.252374
5.628337	20.026202
5.978870	18.819660
6.404470	17.637509
6.903459	16.484414
7.473866	15.364927
8.113441	14.283464
8.819660	13.244295
9.589735	12.251520
10.420627	11.309058
11.309058	10.420627
12.251520	9.589735
13.244295	8.819660
14.283464	8.113441
15.364927	7.473866
16.484414	6.903459
17.637509	6.404470
18.819660	5.978870
20.026202	5.628337
21.252374	5.354255
22.493335	5.157706
23.744190	5.039465
25.000000	5.000000
26.255810	5.039465
27.506665	5.157706
28.747626	5.354255
29.973798	5.628337
31.180340	5.978870
32.362491	6.404470
33.515586	6.903459
34.635073	7.473866
35.716536	8.113441
36.755705	8.819660
37.748480	9.589735
38.690942	10.420627
39.579373	11.309058
40.410265	12.251520
41.180340	13.244295
41.886559	14.283464
42.526134	15.364927
43.096541	16.484414
43.595530	17.637509
44.021130	18.819660
44.371663	20.026202
44.645745	21.252374
44.842294	22.493335
44.960535	23.744190
